s,id,date_time,airline,timezone,tweet
0,5.70156989541687E+017,2015-02-24 01:43:13 -0800,US Airways,Eastern Time (US & Canada),@usairways thank allow spend money vacation buy things already buy
0,5.70156777297351E+017,2015-02-24 01:42:23 -0800,US Airways,Eastern Time (US & Canada),@usairways thank much ruin vacation really could not without
0,5.70151995472028E+017,2015-02-24 01:23:23 -0800,US Airways,Eastern Time (US & Canada),@USAirways not like try leave earlier fun not want get stick dc bad weather rdu
0,5.70151703410053E+017,2015-02-24 01:22:13 -0800,US Airways,Eastern Time (US & Canada),@USAirways flexibility part would nice love @SouthwestAir flexible amp not try take $.
4,5.70133607223841E+017,2015-02-24 00:10:19 -0800,US Airways,Eastern Time (US & Canada),@USAirways excite fly syracuse interview dallas friday fa position- goal amp dream mine
0,5.7012597619522E+017,2015-02-23 23:39:59 -0800,US Airways,nan,@USAirways thank reach hopefully request fix remain loyal customer
0,5.70120432453616E+017,2015-02-23 23:17:58 -0800,US Airways,nan,@USAirways not take 6 days respond already open case
4,5.70119853312311E+017,2015-02-23 23:15:40 -0800,US Airways,Pacific Time (US & Canada),@usairways great crew flight 504 phx yvr tonight friendly efficient awesome job
0,5.70114300888678E+017,2015-02-23 22:53:36 -0800,US Airways,nan,@USAirways people go answer call ?
0,5.70114273021534E+017,2015-02-23 22:53:29 -0800,US Airways,nan,@USAirways pilot forget show work ricky j gate agent give customers attitude .# usairwaysfail
0,5.70110504254857E+017,2015-02-23 22:38:31 -0800,US Airways,nan,@USAirways make reservation make excuse !# usairwaysfail
4,5.70110280635589E+017,2015-02-23 22:37:37 -0800,US Airways,Eastern Time (US & Canada),@USAirways thank empathy story luggage thank reach
0,5.70109961511895E+017,2015-02-23 22:36:21 -0800,US Airways,nan,@USAirways utterly unreliable not schedule pilot us624 flight seattle flight delay #usairwaysfail
0,5.70109219078152E+017,2015-02-23 22:33:24 -0800,US Airways,nan,@USAirways yes valuable time lose
0,5.70108987284197E+017,2015-02-23 22:32:29 -0800,US Airways,nan,@USAirways not like lie no bad weather dc md va stick ca day home owe
0,5.70108377029685E+017,2015-02-23 22:30:03 -0800,US Airways,nan,@USAirways yes land 11:40am. not take another 12+ hours go 40 min drive assure would
0,5.70106579879645E+017,2015-02-23 22:22:55 -0800,US Airways,Eastern Time (US & Canada),@USAirways disappointment not bag arrive keep 12 hrs without options iah
0,5.70105696219308E+017,2015-02-23 22:19:24 -0800,US Airways,nan,@USAirways not get back lose time
0,5.70104704241308E+017,2015-02-23 22:15:28 -0800,US Airways,nan,@USAirways flt 1820 2rsw could extend courtsey wait 2min 4 10 us .... gate close r face ur fire
0,5.70104544622981E+017,2015-02-23 22:14:50 -0800,US Airways,nan,@USAirways thank however feel like system fail -- solution ?
0,5.70101746590093E+017,2015-02-23 22:03:43 -0800,US Airways,nan,@USAirways bag land 1 day late flight sfo 11:40am. 10:01pm still not ? flight 719 2/22/14
4,5.70098159076172E+017,2015-02-23 21:49:27 -0800,US Airways,nan,@USAirways thank much get thru phone amp everything fine love website amp app thank work
0,5.70097596913623E+017,2015-02-23 21:47:13 -0800,US Airways,Eastern Time (US & Canada),@USAirways thank nothing buy two tix disney friend not go eat 400 plus 600 new 1
0,5.70091270334509E+017,2015-02-23 21:22:05 -0800,US Airways,London,@USAirways hi lga luggage clt tell come back tomorrow collect guy want cover taxi fare ?
0,5.70085837821633E+017,2015-02-23 21:00:30 -0800,US Airways,nan,@USAirways instead fair treatment get nasty letter lady senior management illness forfeit miles like death
0,5.70085644015419E+017,2015-02-23 20:59:43 -0800,US Airways,nan,"@USAirways years ago lose 50,000 miles bc physically unable fly period submit doctor 's note"
0,5.700854872617E+017,2015-02-23 20:59:06 -0800,US Airways,nan,@USAirways never treat badly
0,5.70085423801889E+017,2015-02-23 20:58:51 -0800,US Airways,nan,@USAirways glad airline go swallow american !!! american always pick phone solve problems
0,5.70085229576266E+017,2015-02-23 20:58:05 -0800,US Airways,nan,@USAirways three months miles not credit no one go read email send
0,5.70085132251599E+017,2015-02-23 20:57:41 -0800,US Airways,nan,@USAirways email get response take 10 days mileage get credit --- three months miles
2,5.70084871101661E+017,2015-02-23 20:56:39 -0800,US Airways,nan,@USAirways tweet get response email dmsc @usairways.com
2,5.70084707548959E+017,2015-02-23 20:56:00 -0800,US Airways,nan,@USAirways help/complaint form website use matter apply actual ticket flight
0,5.70084406204998E+017,2015-02-23 20:54:48 -0800,US Airways,nan,@USAirways no one pick phone day/ no opportunity leave voicemail
0,5.70084337099674E+017,2015-02-23 20:54:32 -0800,US Airways,nan,@USAirways instead miles credit account not open -- request merge account deny
0,5.70084217301963E+017,2015-02-23 20:54:03 -0800,US Airways,Eastern Time (US & Canada),@USAirways no 12 hrs early send email share experience not want blast
0,5.70084200235336E+017,2015-02-23 20:53:59 -0800,US Airways,nan,"@USAirways open credit card earn 44,000+ miles not credit miles account restore forfeit miles"
0,5.70083998380233E+017,2015-02-23 20:53:11 -0800,US Airways,nan,@USAirways take miles account tell could restore pay 150 open credit card
0,5.70083761582428E+017,2015-02-23 20:52:15 -0800,US Airways,nan,"@USAirways 20,748 miles account inform would forfeit bc 33 months inactivity"
0,5.70083548364993E+017,2015-02-23 20:51:24 -0800,US Airways,nan,@usairways automate no one care understand problem
0,5.7008345892549E+017,2015-02-23 20:51:02 -0800,US Airways,nan,@USAirways screw big 1st flight 1hr late flight make 2nd flight csm daryl would not let plane 1/4)
0,5.70083021099033E+017,2015-02-23 20:49:18 -0800,US Airways,Eastern Time (US & Canada),@USAirways houston hub aa T. employee bag not make pa oops not problem http://t.co/Uld0hWFkfo
0,5.70082431304393E+017,2015-02-23 20:46:57 -0800,US Airways,Eastern Time (US & Canada),@USAirways charge card 11 time one airline ticket card security hold
0,5.70082420936053E+017,2015-02-23 20:46:55 -0800,US Airways,nan,@USAirways not yet see shortly
0,5.70081545211376E+017,2015-02-23 20:43:26 -0800,US Airways,Atlantic Time (Canada),@USAirways fly us airways least five time every single time like action speak louder word
0,5.70081206412431E+017,2015-02-23 20:42:05 -0800,US Airways,nan,@USAirways flight bhm delay 5hrs connect flgt leave us clt motel
0,5.7007985582139E+017,2015-02-23 20:36:43 -0800,US Airways,Quito,@USAirways membership no privilege anymore son army short window see no help
0,5.70079508797243E+017,2015-02-23 20:35:21 -0800,US Airways,Quito,@USAirways honestly quickly possible hold sine 9:50pm? everyone answer send someone else
0,5.70078379421991E+017,2015-02-23 20:30:51 -0800,US Airways,Eastern Time (US & Canada),@USAirways process initiate saturday morning not get info website issue amp inadequate phone coverage 2 get update ??
0,5.70078355770339E+017,2015-02-23 20:30:46 -0800,US Airways,Mountain Time (US & Canada),@USAirways yay glitchy track system bag make destination not laguardia like app say
0,5.70078280591782E+017,2015-02-23 20:30:28 -0800,US Airways,Quito,@USAirways really ??? not one book dividend miles travel literally hold since 9:50pm- 11:30pm# noexcuses
0,5.70078102551835E+017,2015-02-23 20:29:45 -0800,US Airways,nan,@USAirways yeah know not get money back everytime fly something bad happen
4,5.70078049779081E+017,2015-02-23 20:29:33 -0800,US Airways,Mountain Time (US & Canada),grace god make  @USAirways :@ __rwg__ not power hope make flight 
0,5.70077991436485E+017,2015-02-23 20:29:19 -0800,US Airways,nan,@USAirways everyone sorry not need meet tomorrow 140 charac not nearly enough highlight shortcomings
0,5.70076827135246E+017,2015-02-23 20:24:41 -0800,US Airways,Pacific Time (US & Canada),@USAirways worst pay 200 not take first flight round trip otherwise cancel flight whole flight
0,5.70075916430397E+017,2015-02-23 20:21:04 -0800,US Airways,nan,@USAirways important wait hold get hang computer ?# disappoint
2,5.70075866748694E+017,2015-02-23 20:20:52 -0800,US Airways,nan,@USAirways thank wiil write call travel agency
0,5.70075456302649E+017,2015-02-23 20:19:14 -0800,US Airways,nan,@USAirways terrible service
0,5.70074662086046E+017,2015-02-23 20:16:05 -0800,US Airways,nan,"@USAirways disgust poor customer service wrongfully remove gt 65,000 miles dividend miles no live person"
0,5.70074077383103E+017,2015-02-23 20:13:46 -0800,US Airways,Mountain Time (US & Canada),@USAirways please hold flight us 639 phoenix weary traveler stick another flight tarmac issue
0,5.7007350746547E+017,2015-02-23 20:11:30 -0800,US Airways,nan,"@USAirways no live person speak day dividend miles wrongfully take 65,000 miles account"
0,5.70073473952969E+017,2015-02-23 20:11:22 -0800,US Airways,nan,@USAirways frustrations result multiple experience late flightly currently lose luggage want talk real person
0,5.70072227942675E+017,2015-02-23 20:06:25 -0800,US Airways,Quito,@USAirways cust svc mean nothing disappoint try since 730a speak human get bad weather not bad service .# socialtantrum
0,5.7007135013358E+017,2015-02-23 20:02:55 -0800,US Airways,nan,@USAirways yes pay another flight get tomorrow since not anymore tonight ... not fun -/
0,5.70071071220609E+017,2015-02-23 20:01:49 -0800,US Airways,Eastern Time (US & Canada),@USAirways well problem consider need book flight tonight weekend ... anything ?
2,5.70070928425677E+017,2015-02-23 20:01:15 -0800,US Airways,nan,@USAirways bougth mc caren jfk agency delta airways delta refund money usairways not accept refund
0,5.70070449406812E+017,2015-02-23 19:59:21 -0800,US Airways,nan,@USAirways fault buy online get twice buy twice fault bougth ticket jfk mccaren usairways ++
0,5.70069362310324E+017,2015-02-23 19:55:02 -0800,US Airways,Eastern Time (US & Canada),@usairways us1799 CLT-& gt sfo first no desert no snack basket incoming time ? ?
2,5.7006865919395E+017,2015-02-23 19:52:14 -0800,US Airways,Quito,@USAirways thank
0,5.70067865946235E+017,2015-02-23 19:49:05 -0800,US Airways,nan,@USAirways transf hold 15-18 min b4 agent answer help time get person fare would see go get supv
0,5.70064017022181E+017,2015-02-23 19:33:47 -0800,US Airways,nan,@USAirways actual worst zero respect passengers officially fly
0,5.70063683256242E+017,2015-02-23 19:32:28 -0800,US Airways,nan,@USAirways worst customer service line call 8 time today not able talk real human
0,5.70061827100422E+017,2015-02-23 19:25:05 -0800,US Airways,Pacific Time (US & Canada),@usairways not issue someone finally help phone website error not let process request smh
0,5.70061033253024E+017,2015-02-23 19:21:56 -0800,US Airways,nan,@USAirways say call travel agency say not refund usairways not accept
0,5.70060873328415E+017,2015-02-23 19:21:18 -0800,US Airways,Alaska,@USAirways ... f @$ ing hate
0,5.70060752926728E+017,2015-02-23 19:20:49 -0800,US Airways,nan,@USAirways travel agency say usairways accept refund money not understand not refund
0,5.70060273798631E+017,2015-02-23 19:18:55 -0800,US Airways,Eastern Time (US & Canada),@USAirways yes amp already spend 1K+ card amp pay 89 annual fee 50k miles not show want fly aus --& gt atl
0,5.70060272049779E+017,2015-02-23 19:18:54 -0800,US Airways,nan,@USAirways no use skyscanner travel agency call say call travel agency
0,5.70058295689523E+017,2015-02-23 19:11:03 -0800,US Airways,Quito,@USAirways finally speak someone email refund dept love guy 6 hours line tell no dice suck
2,5.70058065480962E+017,2015-02-23 19:10:08 -0800,US Airways,nan,@USAirways yes delta
0,5.70057520162722E+017,2015-02-23 19:07:58 -0800,US Airways,Central Time (US & Canada),@USAirways well think hours ago find no not seat
0,5.700569849863E+017,2015-02-23 19:05:51 -0800,US Airways,Eastern Time (US & Canada),"@USAirways flight 2046 BOS-CLT 2/22, awful experience exit row seat narrow could not move legs unacceptable"
0,5.7005685969827E+017,2015-02-23 19:05:21 -0800,US Airways,nan,@USAirways yes answer put back hold check request.. 50 mins late flightr nothing
0,5.70056533356225E+017,2015-02-23 19:04:03 -0800,US Airways,nan,@USAirways not good hold hour http://t.co/wSgYckCIIO
2,5.70054495943721E+017,2015-02-23 18:55:57 -0800,US Airways,Quito,@USAirways expedia reserve ticket 2 usaw flight issue 1 not responsive.Thoughts?
4,5.70054266267812E+017,2015-02-23 18:55:02 -0800,US Airways,Quito,@USAirways no worry flight attendant take care
2,5.70054257577042E+017,2015-02-23 18:55:00 -0800,US Airways,Eastern Time (US & Canada),@USAirways thank get back call number earlier no option leave vm ring busy tone
0,5.70052124010279E+017,2015-02-23 18:46:32 -0800,US Airways,nan,@USAirways hold hour not well customer service department .# weak
0,5.7005148887502E+017,2015-02-23 18:44:00 -0800,US Airways,nan,@USAirways 53 minutes hold reservation ?
0,5.70050881879568E+017,2015-02-23 18:41:35 -0800,US Airways,nan,@USAirways @joyadventuremom breastfeed momma 's watch story country better work faster response :)
0,5.70048851295384E+017,2015-02-23 18:33:31 -0800,US Airways,Eastern Time (US & Canada),@USAirways #DividendRewards urgently need speak cs rep. 50k miles not show amp fulfil reqs flight book problems flight today
0,5.7004827536708E+017,2015-02-23 18:31:14 -0800,US Airways,Pacific Time (US & Canada),@usairways hold hour b/c cc miles not show mediocre combo cc amp airline #SwitchingBoth
0,5.70048188830216E+017,2015-02-23 18:30:53 -0800,US Airways,Eastern Time (US & Canada),@USAirways premium #DividendMiles #cardholder unacceptable 4 #hangup #customerservice call twice put hold
0,5.70047737347088E+017,2015-02-23 18:29:06 -0800,US Airways,nan,@USAirways bougth ticket fligths twice not refund money big problem company refund money not pay back
0,5.70047733236695E+017,2015-02-23 18:29:05 -0800,US Airways,Eastern Time (US & Canada),@USAirways @AmericanAir beyond ridiculous steer problem delay us .# neveragain no wonder sell
0,5.7004589075023E+017,2015-02-23 18:21:45 -0800,US Airways,Eastern Time (US & Canada),@USAirways hi try speak someone book travel minor phone keep disconnect please advise website not allow
0,5.70045818205385E+017,2015-02-23 18:21:28 -0800,US Airways,Quito,@USAirways pre schooler develop app ? thing crash every single time
0,5.70044019897557E+017,2015-02-23 18:14:19 -0800,US Airways,Eastern Time (US & Canada),@USAirways @FlyKnoxville bad weather not excuse not follow establish luggage procedures .# noclothesnoinfo
0,5.70043607954137E+017,2015-02-23 18:12:41 -0800,US Airways,Quito,@USAirways hold go 40 minutes spend 10 hours delay denver break plane thank guy
0,5.70043569605648E+017,2015-02-23 18:12:32 -0800,US Airways,nan,@USAirways #FAILINGYOURCUSTOMER one one
0,5.70043114058076E+017,2015-02-23 18:10:43 -0800,US Airways,Eastern Time (US & Canada),@USAirways @PhilaCarService look like long trip cancun philly ? 9 hours late flight ? seriously ?
0,5.70042796624777E+017,2015-02-23 18:09:28 -0800,US Airways,nan,@USAirways yet another delay/missed connection ... .and customer service attitude ? wow
0,5.70038112166003E+017,2015-02-23 17:50:51 -0800,US Airways,nan,"@USAirways 1,223.22 unusable fund not book .# usairwaysfailscustomers"
4,5.70037369841136E+017,2015-02-23 17:47:54 -0800,US Airways,Pacific Time (US & Canada),@USAirways @AmericanAir bring guinea pig small pet carrier onboard flight ?
0,5.70033719609827E+017,2015-02-23 17:33:24 -0800,US Airways,nan,@USAirways #NoService good luck try reach human twice sit hold 50 mins ...# neveragain
0,5.7003355449269E+017,2015-02-23 17:32:44 -0800,US Airways,Atlantic Time (Canada),@USAirways every single time fly guy delay least 30 minutes every time flight 5612 #CLT nola
0,5.70030761539183E+017,2015-02-23 17:21:38 -0800,US Airways,nan,@USAirways ok flight attendant talk nasty passengers go get drink restroom ? shock listen
4,5.70030590466122E+017,2015-02-23 17:20:58 -0800,US Airways,nan,@USAirways good work flight 1798 crew .# chairman 's recognition even coach many #missedupgrades late flightly ?
0,5.70030173300658E+017,2015-02-23 17:19:18 -0800,US Airways,Eastern Time (US & Canada),@USAirways change flight 6 time 1 trip bump @Delta amp great experience never fly us air never
0,5.70030083093729E+017,2015-02-23 17:18:57 -0800,US Airways,Central Time (US & Canada),@USAirways not wait never fly always delay always lose bag rudest people planet southwest best
2,5.70024409630515E+017,2015-02-23 16:56:24 -0800,US Airways,Pacific Time (US & Canada),@USAirways send email customer.relations@ aa.com. work ?
0,5.70024174162485E+017,2015-02-23 16:55:28 -0800,US Airways,Central Time (US & Canada),@USAirways sit ramp 45 min miss connection no one seem concern usairways
0,5.70023602793239E+017,2015-02-23 16:53:12 -0800,US Airways,nan,@USAirways difficult work baggage claim not answer phone
0,5.70023318251643E+017,2015-02-23 16:52:04 -0800,US Airways,Eastern Time (US & Canada),@USAirways lose id plane trouble find contact lose find cleveland hopkins airport please help
0,5.70022626724221E+017,2015-02-23 16:49:19 -0800,US Airways,nan,@USAirways better intel say plane due 630 flightaware app say 645
0,5.70021943899877E+017,2015-02-23 16:46:36 -0800,US Airways,nan,@USAirways not likely flightaware say plane still durango not depart
0,5.70021485466685E+017,2015-02-23 16:44:47 -0800,US Airways,London,little late flight suck rt @USAirways :@ mitchsunderland oh no mitchell agents happy offer available options
2,5.70021301223604E+017,2015-02-23 16:44:03 -0800,US Airways,nan,@USAirways Hi-i travel question could please follow dm ?
0,5.70020147827753E+017,2015-02-23 16:39:28 -0800,US Airways,Central Time (US & Canada),@USAirways not
2,5.70020023630058E+017,2015-02-23 16:38:58 -0800,US Airways,nan,@USAirways no general announcement
2,5.70019741806539E+017,2015-02-23 16:37:51 -0800,US Airways,Eastern Time (US & Canada),@USAirways go us airways flight 805 ? divert charlotte ?
2,5.70019623078384E+017,2015-02-23 16:37:23 -0800,US Airways,Central Time (US & Canada),@USAirways would suggest proper information dissemination staff timely amp relevant schedule prevent future
0,5.70019459244691E+017,2015-02-23 16:36:44 -0800,US Airways,Quito,@USAirways patient.. especially first time never fly
0,5.70019234505474E+017,2015-02-23 16:35:50 -0800,US Airways,Eastern Time (US & Canada),@USAirways seriously ? every flight past 2 days delay every single one terrible
0,5.70018892031992E+017,2015-02-23 16:34:28 -0800,US Airways,Pacific Time (US & Canada),@USAirways want hear discuss many issue trip
0,5.70018836239364E+017,2015-02-23 16:34:15 -0800,US Airways,nan,@USAirways flight 5545 no gate agent plane phx b18 ? nice customer service
0,5.70017568964133E+017,2015-02-23 16:29:13 -0800,US Airways,Central Time (US & Canada),@USAirways embarrass
0,5.7001745874203E+017,2015-02-23 16:28:47 -0800,US Airways,Central Time (US & Canada),@USAirways still disappoint apparently ok flight attendant not current policy argue traveler
0,5.70015794387685E+017,2015-02-23 16:22:10 -0800,US Airways,Eastern Time (US & Canada),@USAirways yes know industry procedure baggage thank help ... ..  impossible connection start ?
0,5.70015715530396E+017,2015-02-23 16:21:51 -0800,US Airways,Mountain Time (US & Canada),@USAirways agree per captain issue happen board amp sit plane almost 2 hrs
0,5.70015470570639E+017,2015-02-23 16:20:53 -0800,US Airways,Central Time (US & Canada),@USAirways despite tailwind... still late flight
0,5.7001537344716E+017,2015-02-23 16:20:30 -0800,US Airways,Pacific Time (US & Canada),@USAirways 1500 character not enough convey issue direct emailmailto customer.relations@ usairways.com unmonitored bad
4,5.70015223408669E+017,2015-02-23 16:19:54 -0800,US Airways,Mountain Time (US & Canada),@USAirways thank send dm baggage issue
0,5.70013961808187E+017,2015-02-23 16:14:53 -0800,US Airways,Quito,@USAirways not able locate insane trust pay look things lose
0,5.70013535696232E+017,2015-02-23 16:13:11 -0800,US Airways,Central Time (US & Canada),@USAirways yet flight attendant argue exec plat benefit ...
0,5.70013472093643E+017,2015-02-23 16:12:56 -0800,US Airways,nan,@USAirways please stop ask week place bag size check #ITFITS http://t.co/AUrn07pWD4
0,5.70012789479055E+017,2015-02-23 16:10:13 -0800,US Airways,Eastern Time (US & Canada),@USAirways toe whether go make flight back boston tonight
0,5.70012549631975E+017,2015-02-23 16:09:16 -0800,US Airways,Arizona,@USAirways @AmericanAir need check candy w work flight 449 iah phx usairways reason always choose @Delta #rude
2,5.70012421345006E+017,2015-02-23 16:08:46 -0800,US Airways,nan,@USAirways @AmericanAir explain come get free upgrade us exe plat not exit row seat w/out pay confuse
0,5.70012047917908E+017,2015-02-23 16:07:17 -0800,US Airways,Eastern Time (US & Canada),@USAirways yes grind crew finally show plane could depart late flight
0,5.70011533205336E+017,2015-02-23 16:05:14 -0800,US Airways,nan,@USAirways #686 delay due tail wind need jump #521 sea leave time arrive chance hold ?
2,5.70011088508604E+017,2015-02-23 16:03:28 -0800,US Airways,nan,@USAirways submit request would appreciate call 9am eastern thank
2,5.70010979074834E+017,2015-02-23 16:03:02 -0800,US Airways,Eastern Time (US & Canada),@USAirways need email customer service help question please provide email address ?
2,5.70010973047796E+017,2015-02-23 16:03:00 -0800,US Airways,Eastern Time (US & Canada),@USAirways @VincesViews significant number folks 686 connect 599 minutes hold would make many happy
2,5.70009630786454E+017,2015-02-23 15:57:40 -0800,US Airways,Eastern Time (US & Canada),@USAirways help ?
0,5.70009129579901E+017,2015-02-23 15:55:41 -0800,US Airways,Central Time (US & Canada),@USAirways anything make flight attendants aware aa member benefit ? embarrass argue happen
2,5.70008684413104E+017,2015-02-23 15:53:55 -0800,US Airways,Eastern Time (US & Canada),@USAirways question need talk someone email give email address ? thank
0,5.70007761355981E+017,2015-02-23 15:50:15 -0800,US Airways,Eastern Time (US & Canada),@USAirways @Gregm528 well certainly nothing happen 'in front scenes .# noaccountability #disappointing
0,5.70007297927221E+017,2015-02-23 15:48:24 -0800,US Airways,Pacific Time (US & Canada),@USAirways 4 hours tarmac charleston still not get response week unacceptable
4,5.70005034340975E+017,2015-02-23 15:39:25 -0800,US Airways,Central Time (US & Canada),@USAirways customer service best rachel S. take great care us phx airport http://t.co/HG7vEqhGHy
2,5.70005004012139E+017,2015-02-23 15:39:17 -0800,US Airways,Eastern Time (US & Canada),@usairways amp ;@ americanair plan #grandcayman http://t.co/GX7QbtckBr
0,5.70004421352002E+017,2015-02-23 15:36:58 -0800,US Airways,nan,@USAirways never fly us airways
0,5.70003343222964E+017,2015-02-23 15:32:41 -0800,US Airways,Central Time (US & Canada),@USAirways strike -- late flight crew #3/4 trip maintenance #2/4 worth extra 200/trip less hassle fewer delay
2,5.70001983408636E+017,2015-02-23 15:27:17 -0800,US Airways,Mountain Time (US & Canada),@USAirways follow dm ?
0,5.70001283907768E+017,2015-02-23 15:24:30 -0800,US Airways,nan,@USAirways get bump 6pm birmingham delay pilot schedule not enough hours together fail
0,5.70001064424026E+017,2015-02-23 15:23:38 -0800,US Airways,nan,@USAirways yes thank take forever
0,5.70000760035025E+017,2015-02-23 15:22:25 -0800,US Airways,Central Time (US & Canada),@USAirways far delay goes... look like tailwinds go make good news
0,5.70000520083075E+017,2015-02-23 15:21:28 -0800,US Airways,nan,@USAirways horrible travel day w/ airlines 2:20 flight birmingham cancel flightled w/ no notification could not get 4:05
0,5.70000158454354E+017,2015-02-23 15:20:02 -0800,US Airways,Central Time (US & Canada),@USAirways ask sop say  now.  yet 11 flight nothing policy not ?
2,5.69999956796445E+017,2015-02-23 15:19:14 -0800,US Airways,Central Time (US & Canada),@USAirways asking... 2 11 non upgrade flight attendants come amp greet amp thank business b/c exec plat
0,5.69997350493663E+017,2015-02-23 15:08:53 -0800,US Airways,Mountain Time (US & Canada),@USAirways 24 hrs travel welcome back home us 4 hr layover get watch go wrong destination
0,5.69996446348517E+017,2015-02-23 15:05:17 -0800,US Airways,Central Time (US & Canada),@USAirways really embarrass ask complimentary drink/snack detail https://t.co/9zA6xb1h89 amp argue
0,5.69993444342534E+017,2015-02-23 14:53:21 -0800,US Airways,Quito,@USAirways disappoint service receive travel nc past days .. lose baggage twice
2,5.69993393767461E+017,2015-02-23 14:53:09 -0800,US Airways,Eastern Time (US & Canada),@USAirways question downgrade include lose first class get money back ? http://t.co/LfT7QD23Sy
0,5.69992662779961E+017,2015-02-23 14:50:15 -0800,US Airways,London,.@ usairways give ?
0,5.69992620744708E+017,2015-02-23 14:50:05 -0800,US Airways,London,.@ usairways say could move thursday flight free call number hang
0,5.69992532123259E+017,2015-02-23 14:49:44 -0800,US Airways,London,@USAirways not even go acknowledge bump flight not weather arizona
0,5.69992414653362E+017,2015-02-23 14:49:16 -0800,US Airways,Eastern Time (US & Canada),@USAirways 'moveup' policy really suck unite 24 hour policy status want move 5am 7am ...
4,5.69992362728006E+017,2015-02-23 14:49:03 -0800,US Airways,Central Time (US & Canada),great management @USAirways twitter account thank
0,5.69992234801738E+017,2015-02-23 14:48:33 -0800,US Airways,nan,@USAirways impossible change buy prefer seat via app ?
2,5.69991295776596E+017,2015-02-23 14:44:49 -0800,US Airways,Eastern Time (US & Canada),@USAirways good not understand terminology merger bring new verbiage
2,5.69990010067423E+017,2015-02-23 14:39:42 -0800,US Airways,Eastern Time (US & Canada),@USAirways priv chat help chairman reroute
2,5.69989999963214E+017,2015-02-23 14:39:40 -0800,US Airways,Brisbane,@USAirways new market song ? https://t.co/F2LFULCbQ7 let us know think ? http://t.co/WbhbljJkS7
0,5.69989745503298E+017,2015-02-23 14:38:39 -0800,US Airways,nan,@USAirways customer service department intent ignore email query ?# badservice #usairways
2,5.69989322641936E+017,2015-02-23 14:36:59 -0800,US Airways,Eastern Time (US & Canada),@USAirways help chairman ? flight 686 phx connect 599 sjc miss connection reroute please
0,5.69989043456381E+017,2015-02-23 14:35:52 -0800,US Airways,London,@USAirways airway joke never deal worse service
0,5.69988987420434E+017,2015-02-23 14:35:39 -0800,US Airways,London,@USAirways great call fuck phone number hang
4,5.69987511830905E+017,2015-02-23 14:29:47 -0800,US Airways,Atlantic Time (Canada),@USAirways find thank
0,5.6998745233469E+017,2015-02-23 14:29:33 -0800,US Airways,nan,@USAirways @hhagerty lie
2,5.6998722707524E+017,2015-02-23 14:28:39 -0800,US Airways,Central Time (US & Canada),"@USAirways also explain check us airways site ,& amp pick 'Standby 1st not put list ?"
0,5.69986794797842E+017,2015-02-23 14:26:56 -0800,US Airways,Eastern Time (US & Canada),@USAirways customer service #has record say busy assist hang great touch .# poorservice @GMA @CBSNews
0,5.69986344484794E+017,2015-02-23 14:25:09 -0800,US Airways,Eastern Time (US & Canada),@USAirways lack customer service shin need step get lose baggage delta return
0,5.69985838689456E+017,2015-02-23 14:23:08 -0800,US Airways,nan,@USAirways operate flight without maintenance issue ? flight in/out dca cancel flight get old update fleet pls
0,5.69985813712392E+017,2015-02-23 14:23:02 -0800,US Airways,nan,@USAirways take away 1st class seat love chairman prefer assign row 24 seat b middle seat
0,5.69985760482365E+017,2015-02-23 14:22:49 -0800,US Airways,Central Time (US & Canada),@USAirways patience connect flight need guy every time travel ? every single time
0,5.69985288992264E+017,2015-02-23 14:20:57 -0800,US Airways,nan,@USAirways plan change call not bein able 2 park time plan w 2 hr layover n b able 2 make ur connection !# seriously
0,5.69985270415819E+017,2015-02-23 14:20:52 -0800,US Airways,Eastern Time (US & Canada),@USAirways receipt no conf #for thur flight call help literally hang b/c wait time help
2,5.69985084348105E+017,2015-02-23 14:20:08 -0800,US Airways,nan,@USAirways practice give 1st class seat us air employees give chairman customers sit coach ?
4,5.699847897989E+017,2015-02-23 14:18:58 -0800,US Airways,Eastern Time (US & Canada),@USAirways thank resolve issue direct flight sfo @united
0,5.69984789673079E+017,2015-02-23 14:18:58 -0800,US Airways,nan,@USAirways would help fly bigger plan tlh team mat make train
4,5.69984178764309E+017,2015-02-23 14:16:32 -0800,US Airways,Eastern Time (US & Canada),@USAirways ok thank
0,5.69984162377003E+017,2015-02-23 14:16:28 -0800,US Airways,Eastern Time (US & Canada),@USAirways no try get plane phx rno gate say flight downgrade
0,5.69983587572789E+017,2015-02-23 14:14:11 -0800,US Airways,Mountain Time (US & Canada),@USAirways put hold number loooooong time no help .# lostandforgotten
0,5.69982742198252E+017,2015-02-23 14:10:50 -0800,US Airways,Eastern Time (US & Canada),@USAirways never unpleasant travel experience life might not get flight till tomorrow ? insane
2,5.69981026598044E+017,2015-02-23 14:04:01 -0800,US Airways,Eastern Time (US & Canada),@USAirways direct flight sfo leave airport @VirginAmerica @united please put one ?
0,5.69981015378113E+017,2015-02-23 14:03:58 -0800,US Airways,Central Time (US & Canada),@USAirways awesome ... doors close 2 minutes flight leave 17 minutes ... plane get wth ?
4,5.69980923179094E+017,2015-02-23 14:03:36 -0800,US Airways,nan,@USAirways check get airport thank
0,5.69980771424977E+017,2015-02-23 14:03:00 -0800,US Airways,Eastern Time (US & Canada),@USAirways ticket counter people not help want charge money even horrible day
